epoch,step,validate/identity_baseline_mse_epoch,validate/identity_baseline_mse_step,validate/loss_epoch,validate/loss_step,validate/pred_loss_epoch,validate/pred_loss_step,validate/sigreg_loss_epoch,validate/sigreg_loss_step
,105,,0.331493079662323,,0.12686316668987274,,0.033958178013563156,,1.0322775840759277
,106,,0.2536906898021698,,0.15680822730064392,,0.04327886179089546,,1.2614374160766602
,107,,0.33336809277534485,,0.1235789954662323,,0.023765111342072487,,1.1090431213378906
,108,,0.3031823933124542,,0.12333574891090393,,0.02402791753411293,,1.1034202575683594
,109,,0.3724517822265625,,0.12665143609046936,,0.02315923571586609,,1.1499131917953491
,110,,0.36253443360328674,,0.13098740577697754,,0.03631865233182907,,1.0518748760223389
,111,,0.2984830439090729,,0.1348276287317276,,0.029299655929207802,,1.1725330352783203
,112,,0.3611944019794464,,0.12208634614944458,,0.021328730508685112,,1.1195290088653564
,113,,0.3535825312137604,,0.12519767880439758,,0.02702423371374607,,1.0908160209655762
,114,,0.34583890438079834,,0.13181383907794952,,0.038233596831560135,,1.0397803783416748
,115,,0.29379749298095703,,0.12731458246707916,,0.037088844925165176,,1.0025081634521484
,116,,0.3686763346195221,,0.11967277526855469,,0.020623736083507538,,1.100544810295105
,117,,0.3331611454486847,,0.13065209984779358,,0.02972499467432499,,1.1214122772216797
,118,,0.41396471858024597,,0.1293180137872696,,0.02783169411122799,,1.127625823020935
,119,,0.24439474940299988,,0.10544925928115845,,0.020666399970650673,,0.942031741142273
,120,,0.28924480080604553,,0.13520202040672302,,0.03636480122804642,,1.098191261291504
,121,,0.2770499885082245,,0.12663431465625763,,0.030532432720065117,,1.0677987337112427
,122,,0.41568368673324585,,0.11258131265640259,,0.02295701764523983,,0.9958254098892212
,123,,0.3772730529308319,,0.1169113963842392,,0.021475112065672874,,1.0604031085968018
,124,,0.3603946268558502,,0.12354069948196411,,0.023942822590470314,,1.1066430807113647
,125,,0.3268674910068512,,0.1351337432861328,,0.022448504343628883,,1.2520581483840942
,126,,0.37894967198371887,,0.13535845279693604,,0.03329391032457352,,1.1340504884719849
,127,,0.411204069852829,,0.13824836909770966,,0.04332346469163895,,1.0547211170196533
,128,,0.32522234320640564,,0.11270938068628311,,0.0284752044826746,,0.9359352588653564
,129,,0.23310847580432892,,0.12007517367601395,,0.020726770162582397,,1.1038711071014404
,130,,0.308319628238678,,0.13137921690940857,,0.021800406277179718,,1.2175421714782715
,131,,0.3180767595767975,,0.13554668426513672,,0.034544605761766434,,1.1222453117370605
,132,,0.3547261953353882,,0.12543044984340668,,0.02864758111536503,,1.0753650665283203
,133,,0.4114796221256256,,0.1378585398197174,,0.03193632513284683,,1.1769133806228638
,134,,0.35202720761299133,,0.13842898607254028,,0.0391535684466362,,1.103060245513916
,135,,0.31477612257003784,,0.13964533805847168,,0.03148519620299339,,1.2017793655395508
,136,,0.36684471368789673,,0.12178011238574982,,0.030762281268835068,,1.0113091468811035
,137,,0.33039146661758423,,0.14045444130897522,,0.0360550731420517,,1.1599928140640259
,138,,0.3886758089065552,,0.1276969611644745,,0.026115447282791138,,1.1286834478378296
,139,,0.3826567232608795,,0.11687012761831284,,0.023977527394890785,,1.0321400165557861
,140,,0.2987603545188904,,0.13148048520088196,,0.03620060160756111,,1.0586652755737305
,141,,0.32531875371932983,,0.14930610358715057,,0.03118015266954899,,1.3125104904174805
,142,,0.33223024010658264,,0.12591806054115295,,0.03247637301683426,,1.0382410287857056
,143,,0.24744698405265808,,0.1579810082912445,,0.04450776427984238,,1.2608137130737305
,144,,0.39850515127182007,,0.1398913562297821,,0.04118926078081131,,1.0966899394989014
,145,,0.26437923312187195,,0.1487826108932495,,0.04123583063483238,,1.1949641704559326
,146,,0.25660812854766846,,0.12855492532253265,,0.028595086187124252,,1.1106648445129395
,147,,0.32712283730506897,,0.11009358614683151,,0.020677275955677032,,0.9935145378112793
,148,,0.3626434803009033,,0.14636781811714172,,0.04114151746034622,,1.1691811084747314
,149,,0.36148712038993835,,0.13226382434368134,,0.02982407808303833,,1.1382193565368652
0,0,0.3342519998550415,,0.12957827746868134,,0.03028114326298237,,1.1033008098602295,
